0010;0010;Modell ;0;0,00;0,00;7,32;7,71;7,32;7,71;7,32;7,71
0015;0015;Modell UKPS;0;0,00;0,00;0,00;0,00;7,32;7,71;7,32;7,71
0018;0018;Model bei Implantatvers.;0;0,00;0,00;7,32;7,71;0,00;0,00;0,00;0,00
0021;0021;Doublieren;0;0,00;0,00;0,00;0,00;14,77;15,55;14,77;15,55
0022;0022;Platzhalter einfügen;0;0,00;0,00;15,50;16,32;0,00;0,00;0,00;0,00
0023;0023;Verwenden von Kunststoff;0;0,00;0,00;15,50;16,32;0,00;0,00;0,00;0,00
0024;0024;Galvanisieren;0;0,00;0,00;15,50;16,32;0,00;0,00;0,00;0,00
0025;0025;Doublieren Modell UKPS;0;0,00;0,00;0,00;0,00;14,77;15,55;14,77;15,55
0030;0030;Set-up je Segment;0;0,00;0,00;0,00;0,00;10,53;11,08;10,53;11,08
0051;0051;Sägemodell;0;0,00;0,00;17,24;18,15;0,00;0,00;0,00;0,00
0052;0052;Einzelstumpfmodell;0;0,00;0,00;17,24;18,15;0,00;0,00;0,00;0,00
0053;0053;Modell nach Überabdruck;0;0,00;0,00;17,24;18,15;0,00;0,00;0,00;0,00
0054;0054;Set-up-Modell für KFO;0;0,00;0,00;0,00;0,00;11,90;12,53;11,90;12,53
0055;0055;Fräsmodell;0;0,00;0,00;11,74;12,36;0,00;0,00;0,00;0,00
0060;0060;Zahnkranz;0;0,00;0,00;5,96;6,27;5,96;6,27;5,96;6,27
0070;0070;Zahnkranz sockeln;0;0,00;0,00;6,28;6,61;6,28;6,61;6,28;6,61
0111;0111;Modellpaar trimmen;0;0,00;0,00;0,00;0,00;9,75;10,26;9,75;10,26
0112;0112;Fixator;0;0,00;0,00;9,54;10,04;9,54;10,04;9,54;10,04
0115;0115;Fixator UKPS;0;0,00;0,00;0,00;0,00;9,54;10,04;9,54;10,04
0120;0120;Mittelwertartikulator;0;0,00;0,00;10,76;11,33;10,76;11,33;10,76;11,33
0125;0125;Mittelwertartikulator UKPS;0;0,00;0,00;0,00;0,00;10,76;11,33;10,76;11,33
0128;0128;Mittelwertartikulator bei Implantatversorgung;0;0,00;0,00;10,76;11,33;0,00;0,00;0,00;0,00
0130;0130;Modellpaar sockeln;0;0,00;0,00;0,00;0,00;23,26;24,48;23,26;24,48
0201;0201;Basis für Vorbißnahme;0;0,00;0,00;9,95;10,47;0,00;0,00;0,00;0,00
0202;0202;Basis für Konstruktionsbiss;0;0,00;0,00;0,00;0,00;9,90;10,42;9,90;10,42
0205;0205;Vorbereiten Bissgabel UKPS;0;0,00;0,00;0,00;0,00;9,90;10,42;9,90;10,42
0211;0211;Individueller Löffel;0;0,00;0,00;25,03;26,35;0,00;0,00;0,00;0,00
0212;0212;Funktionslöffel;0;0,00;0,00;25,03;26,35;0,00;0,00;0,00;0,00
0213;0213;Basis für Bissregistrierung;0;0,00;0,00;25,03;26,35;25,03;26,35;25,03;26,35
0214;0214;Basis für Stützstift- registrierung;0;0,00;0,00;25,03;26,35;0,00;0,00;0,00;0,00
0215;0215;Basis für Aufstellung;0;0,00;0,00;25,03;26,35;0,00;0,00;0,00;0,00
0216;0216;Basis für Bissregistrierung bei Implantatversorgung;0;0,00;0,00;25,03;26,35;0,00;0,00;0,00;0,00
0217;0217;Individueller Löffel UKPS;0;0,00;0,00;0,00;0,00;25,03;26,35;25,03;26,35
0218;0218;Basis für Aufstellung bei Implantatversorgung;0;0,00;0,00;25,03;26,35;0,00;0,00;0,00;0,00
0220;0220;Bisswall;0;0,00;0,00;7,22;7,60;7,22;7,60;7,22;7,60
0228;0228;Bisswall bei Implantatversorgung;0;0,00;0,00;7,22;7,60;0,00;0,00;0,00;0,00
0230;0230;Registrierplatte und -stift auf Basen;0;0,00;0,00;32,18;33,87;0,00;0,00;0,00;0,00
0240;0240;Übertragungskappe Kunststoff / Metall;0;0,00;0,00;27,56;29,01;0,00;0,00;0,00;0,00
0310;0310;Provisorische Krone / Brückenglied;0;0,00;0,00;36,86;38,80;0,00;0,00;0,00;0,00
0320;0320;Formteil;0;0,00;0,00;19,97;21,02;0,00;0,00;0,00;0,00
1013;1013;Wurzelstiftkappe;0;0,00;0,00;85,87;90,39;0,00;0,00;0,00;0,00
1021;1021;Vollkrone / Metall;0;0,00;0,00;92,29;97,15;0,00;0,00;0,00;0,00
1022;1022;Teilkrone / Metall;0;0,00;0,00;92,29;97,15;0,00;0,00;0,00;0,00
1023;1023;Flügel für Adhesivbrücke, je Flügel;0;0,00;0,00;90,37;95,13;0,00;0,00;0,00;0,00
1024;1024;Krone für vestibuläre Verblendung;0;0,00;0,00;91,54;96,36;0,00;0,00;0,00;0,00
1026;1026;Vollkrone/Metall bei Implantatversorgung;0;0,00;0,00;92,29;97,15;0,00;0,00;0,00;0,00
1028;1028;Krone für vestibuläre Verblendung bei Implantatversorgung;0;0,00;0,00;91,54;96,36;0,00;0,00;0,00;0,00
1031;1031;Vorbereiten Krone;0;0,00;0,00;15,42;16,23;0,00;0,00;0,00;0,00
1032;1032;Krone / Brückenglied einarbeiten;0;0,00;0,00;15,42;16,23;0,00;0,00;0,00;0,00
1033;1033;Stiftaufbau einarbeiten;0;0,00;0,00;15,42;16,23;0,00;0,00;0,00;0,00
1040;1040;Modellation gießen;0;0,00;0,00;20,08;21,14;0,00;0,00;0,00;0,00
1050;1050;Stiftaufbau;0;0,00;0,00;60,72;63,92;0,00;0,00;0,00;0,00
1100;1100;Brückenglied;0;0,00;0,00;66,05;69,53;0,00;0,00;0,00;0,00
1200;1200;Teleskopierende Krone;0;0,00;0,00;287,57;302,71;0,00;0,00;0,00;0,00
1201;1201;Teleskopierende Primär- oder Sekundärkrone;0;0,00;0,00;191,90;202,00;0,00;0,00;0,00;0,00
1331;1331;Individuelles Geschiebe;0;0,00;0,00;240,27;252,92;0,00;0,00;0,00;0,00
1341;1341;Konfektions-Geschiebe;0;0,00;0,00;119,06;125,33;0,00;0,00;0,00;0,00
1343;1343;Konfektions-Anker;0;0,00;0,00;119,06;125,33;0,00;0,00;0,00;0,00
1347;1347;Primär-/Sek.-Teil Konf.-Anker;0;0,00;0,00;79,22;83,39;0,00;0,00;0,00;0,00
1349;1349;Sekundärteil wiederbefestigen;0;0,00;0,00;79,22;83,39;0,00;0,00;0,00;0,00
1360;1360;Gefrästes Lager;0;0,00;0,00;57,22;60,23;0,00;0,00;0,00;0,00
1370;1370;Schubverteilungsarm;0;0,00;0,00;42,90;45,16;0,00;0,00;0,00;0,00
