0010;0010;Modell;0;6,8;7,16;;;;;;;;
0015;0015;Modell UKPS;0;6,8;7,16;;;;;;;;
0018;0018;Modell bei Implantatversorgung;0;6,3;6,63;;;;;;;;
0021;0021;Doublieren eines Modells;0;14,33;15,08;;;;;;;;
0022;0022;Platzhalter einfügen;0;14,4;15,16;;;;;;;;
0023;0023;Verwendung von Kunststoff;0;14,4;15,16;;;;;;;;
0024;0024;Galvanisieren;0;14,4;15,16;;;;;;;;
0025;0025;Doublieren eines Modells UKPS;0;14,33;15,08;;;;;;;;
0030;0030;Set-up je Segment;0;9,38;9,87;;;;;;;;
0051;0051;Sägemodell;0;10,91;11,48;;;;;;;;
0052;0052;Einzelstumpfmodell;0;10,91;11,48;;;;;;;;
0053;0053;Modell nach Überabdruck;0;10,91;11,48;;;;;;;;
0054;0054;Set-up-Modell für KFO;0;9,79;10,3;;;;;;;;
0055;0055;Fräsmodell;0;10,24;10,78;;;;;;;;
0060;0060;Zahnkranz;0;5,15;5,42;;;;;;;;
0070;0070;Zahnkranz sockeln;0;5,38;5,66;;;;;;;;
0111;0111;Modellpaar trimmen;0;8,87;9,34;;;;;;;;
0112;0112;Fixator;0;8,85;9,32;;;;;;;;
0115;0115;Fixator UKPS;0;8,85;9,32;;;;;;;;
0120;0120;Mittelwertartikulator;0;9,99;10,52;;;;;;;;
0125;0125;Mittelwertartikulator UKPS;0;9,99;10,52;;;;;;;;
0128;0128;Mittelwertartikulator bei Implantatv.;0;9,99;10,52;;;;;;;;
0130;0130;Modellpaar sockeln;0;21,06;22,17;;;;;;;;
0201;0201;Basis für Vorbissnahme;0;9,24;9,73;;;;;;;;
0202;0202;Basis für Konstruktionsbiss;0;9,23;9,72;;;;;;;;
0205;0205;Vorbereiten Bissgabel UKPS;0;9,24;9,73;;;;;;;;
0211;0211;Individueller Löffel;0;23,27;24,49;;;;;;;;
0212;0212;Funktionslöffel;0;23,27;24,49;;;;;;;;
0213;0213;Basis für Bissregistrierung;0;23,27;24,49;;;;;;;;
0214;0214;Basis für Stützstiftregistrierung;0;21,46;22,59;;;;;;;;
0215;0215;Basis für Aufstellung;0;23,27;24,49;;;;;;;;
0216;0216;Basis für Bissregistr bei Implantatv.;0;21,3;22,42;;;;;;;;
0217;0217;Individueller Löffel UKPS;0;23,27;24,49;;;;;;;;
0218;0218;Basis für Aufstellung bei Implantatv.;0;21,3;22,42;;;;;;;;
0220;0220;Bisswall;0;6,72;7,07;;;;;;;;
0228;0228;Bisswall bei Implantatversorgung;0;6,72;7,07;;;;;;;;
0230;0230;Registrierplatte und -stift auf Basen;0;29,91;31,48;;;;;;;;
0240;0240;Übertragungskappe Kunststoff/Metall;0;25,6;26,95;;;;;;;;
0310;0310;Provisorische Krone/Brückenglied;0;31,55;33,21;;;;;;;;
0320;0320;Formteil;0;17,25;18,16;;;;;;;;
1013;1013;Wurzelstiftkappe;0;79,8;84;;;;;;;;
1021;1021;Vollkrone/Metall;0;85,77;90,28;;;;;;;;
1022;1022;Teilkrone/Metall;0;81,67;85,97;;;;;;;;
1023;1023;Flügel für Adhäsivbrücke, je Flügel;0;79,55;83,74;;;;;;;;
1024;1024;Krone für vestibuläre Verblendung;0;85,07;89,55;;;;;;;;
1026;1026;Vollkrone/Metall bei Implantatversorgung;0;81,67;85,97;;;;;;;;
1028;1028;Krone f. vestib. Verbl. bei Implantatv.;0;81,67;85,97;;;;;;;;
1031;1031;Vorbereiten Krone;0;13,28;13,98;;;;;;;;
1032;1032;Krone/Brückenglied einarbeiten;0;13,28;13,98;;;;;;;;
1033;1033;Stiftaufbau einarbeiten;0;14,33;15,08;;;;;;;;
1040;1040;Modellation gießen;0;17,17;18,07;;;;;;;;
1050;1050;Stiftaufbau;0;55,35;58,26;;;;;;;;
1100;1100;Brückenglied;0;61,38;64,61;;;;;;;;
1200;1200;Telekopierende Krone;0;267,24;281,3;;;;;;;;
1201;1201;Teleskopierende Primär- o- Sekundärkrone;0;178,33;187,72;;;;;;;;
1331;1331;Individuelles Geschiebe;0;223,29;235,04;;;;;;;;
1341;1341;Konfektions-Geschiebe;0;110,65;116,47;;;;;;;;
1343;1343;Konfektions-Anker;0;110,65;116,47;;;;;;;;
1347;1347;Primär-/Sek.-Teil Konf.-Anker;0;73,62;77,49;;;;;;;;
1349;1349;Wiederbef. Sek.-Teil;0;73,62;77,49;;;;;;;;
1360;1360;Gefrästes Lager;0;48,99;51,57;;;;;;;;
1370;1370;Schubverteilungsarm;0;38,66;40,69;;;;;;;;
1500;1500;Metallverbindung nach Brand;0;27,43;28,87;;;;;;;;
1550;1550;Konditionierung je Zahn/Flügel;0;14,09;14,83;;;;;;;;
1600;1600;Vestibuläre Verblendung Kunststoff;0;44,46;46,8;;;;;;;;
1610;1610;Zahnfleisch Kunststoff;0;15,45;16,26;;;;;;;;
1620;1620;Vestibuläre Verblendung Keramik;0;99,75;105;;;;;;;;
1628;1628;Vestib. Verbl. Keramik bei Implantatv.;0;98,95;104,16;;;;;;;;
1630;1630;Zahnfleisch Keramik;0;35,65;37,53;;;;;;;;
1638;1638;Zahnfleisch Keramik bei Implantatv.;0;35,65;37,53;;;;;;;;
1640;1640;Vestibuläre Verblendung Komposit;0;75,93;79,93;;;;;;;;
1650;1650;Zahnfleisch Komposit;0;20,59;21,67;;;;;;;;
2010;2010;Metallbasis;0;145,01;152,64;;;;;;;;
2021;2021;Einarmige gegossene Haltevorrichtung;0;12,43;13,08;;;;;;;;
2025;2025;Kralle;0;12,43;13,08;;;;;;;;
2026;2026;Ney-Stiel;0;12,43;13,08;;;;;;;;
2027;2027;Auflage;0;12,43;13,08;;;;;;;;
2028;2028;Umgehungsbügel bei Diastema;0;12,43;13,08;;;;;;;;
2031;2031;Zweiarmige gegossene Haltevorrichtung;0;22,73;23,93;;;;;;;;
2041;2041;Zweiarm geg. Halte- u Stützvorr m Auflage;0;30,72;32,34;;;;;;;;
2050;2050;Bonwillklammer;0;54,76;57,64;;;;;;;;
2081;2081;Rückenschutzplatte;0;39,93;42,03;;;;;;;;
2082;2082;Metallzahn, gegossen;0;39,93;42,03;;;;;;;;
2083;2083;Metallkaufläche, gegossen;0;39,93;42,03;;;;;;;;
2100;2100;Lösungshilfe;0;10,81;11,38;;;;;;;;
2110;2110;Unterfütterbarer Abschlussrand;0;17,26;18,17;;;;;;;;
2120;2120;Zuschlag einzelne gegossene Klammer;0;19,47;20,49;;;;;;;;
3010;3010;Aufstellung Grundeinheit;0;30,54;32,15;;;;;;;;
3018;3018;Aufstellung Grundeinheit bei Implantatv.;0;30,54;32,15;;;;;;;;
3020;3020;Aufstellen Wachs oder Kunststoff, je Zahn;0;1,82;1,92;;;;;;;;
3028;3028;Aufst.Wachs o Kunstst je Zahn b Implantatv;0;1,82;1,92;;;;;;;;
3030;3030;Aufstellen Metall je Zahn;0;2,4;2,53;;;;;;;;
3410;3410;Übertragung je Zahn;0;1,51;1,59;;;;;;;;
3610;3610;Fertigstellung Grundeinheit;0;51,29;53,99;;;;;;;;
3618;3618;Fertigst. Grundeinheit bei Implantatv.;0;47,25;49,74;;;;;;;;
3620;3620;Fertigstellen je Zahn;0;3,31;3,48;;;;;;;;
3628;3628;Fertigstellen je Zahn bei Implantatv.;0;3,06;3,22;;;;;;;;
3800;3800;Einfache gebogene Halte- /Stützvorrichtung;0;10,12;10,65;;;;;;;;
3805;3805;Gebogene Auflage;0;9,31;9,8;;;;;;;;
3810;3810;Sonstige geb Halte- und/oder Stützvorr;0;17,1;18;;;;;;;;
3821;3821;Weichkunststoff;0;55,39;58,3;;;;;;;;
3822;3822;Sonderkunststoff;0;55,39;58,3;;;;;;;;
3830;3830;Zahn zahnfarben hergestellt;0;21,4;22,53;;;;;;;;
3840;3840;Zahn zahnfarben hinterlegt;0;12,19;12,83;;;;;;;;
4010;4010;Aufbissbehelf m. adj. Oberfläche;0;86,65;91,21;;;;;;;;
4020;4020;Aufbissbehelf o. adj. Oberfläche;0;70,06;73,75;;;;;;;;
4030;4030;Umarbeiten zum Aufbissbehelf;0;46,54;48,99;;;;;;;;
4040;4040;Semipermanente Schiene aus Metall, je Zahn;0;33,18;34,93;;;;;;;;
5010;5010;Basen UKPS;0;261,59;275,36;;;;;;;;
5020;5020;Vestibuläre Protrusionsgleitflächen UKPS;0;18,92;19,92;;;;;;;;
5100;5100;Bef.element Protrusionselement UKPS;0;14,85;15,63;;;;;;;;
5110;5110;Montage Protrusionselement UKPS;0;14,85;15,63;;;;;;;;
5200;5200;Bef.elem. Mundöffnungsbegr.elem.UKPS;0;10,12;10,65;;;;;;;;
5210;5210;Einfaches gebogenes Halteelement UKPS;0;10,12;10,65;;;;;;;;
7010;7010;Basis für Einzelkiefergerät;0;54,56;57,43;;;;;;;;
7020;7020;Basis bimaxilläres Gerät;0;87,88;92,51;;;;;;;;
7030;7030;Schiefe Ebene;0;40,92;43,07;;;;;;;;
7040;7040;Vorhofplatte;0;58,55;61,63;;;;;;;;
7050;7050;Kinnkappe;0;50,69;53,36;;;;;;;;
7100;7100;Aufbiss;0;8,84;9,3;;;;;;;;
7110;7110;Abschirmelement;0;18,92;19,92;;;;;;;;
7121;7121;Weichkunststoff (KFO);0;28,03;29,51;;;;;;;;
7122;7122;Sonderkunststoff (KFO);0;28,03;29,51;;;;;;;;
7200;7200;Schraube einarbeiten;0;14,85;15,63;;;;;;;;
7210;7210;Spezial-Schraube einarbeiten;0;21,62;22,76;;;;;;;;
7220;7220;Trennen einer Basis;0;6,75;7,1;;;;;;;;
7300;7300;Labialbogen;0;20,29;21,36;;;;;;;;
7310;7310;Labialbogen modifiziert;0;27,05;28,47;;;;;;;;
7320;7320;Labialbogen intermaxillär;0;30,41;32,01;;;;;;;;
7330;7330;Feder, offen;0;8,82;9,28;;;;;;;;
7340;7340;Feder, geschlossen;0;10,26;10,8;;;;;;;;
7400;7400;Verbindungselement/intramaxillär;0;24,99;26,31;;;;;;;;
