10;10;Modell;0;6,8;7,16
15;15;Modell UKPS;0;6,8;7,16
18;18;Modell bei Implantatversorgung;0;6,8;7,16
21;21;Doublieren eines Modells;0;14,31;15,07
22;22;Platzhalter einfügen;0;14,4;15,16
23;23;Verwendung von Kunststoff;0;14,4;15,16
24;24;Galvanisieren;0;14,4;15,16
25;25;Doublieren eines Modells UKPS;0;14,31;15,07
30;30;Set-up je Segmet;0;6,17;6,5
51;51;Sägemodell;0;10,9;11,48
52;52;Einzelstumpfmodell;0;10,9;11,48
53;53;Modell nach Überabdruck;0;10,9;11,48
54;54;Set-up Modell für KFO;0;10,6;11,16
55;55;Fräsmodell;0;10,9;11,48
60;60;Zahnkranz;0;5,53;5,83
70;70;Zahnkranz sockeln;0;5,83;6,14
111;111;Modellpaar trimmen;0;7,06;7,44
112;112;Fixator;0;8,85;9,32
115;115;Fixator UKPS;0;8,85;9,32
120;120;Mittelwertartikulator;0;9,99;10,52
125;125;Mittelwertartikulator UKPS;0;9,99;10,52
128;128;Mittelwertartikulator bei Implantatversorgung;0;9,99;10,52
130;130;Modellpaar sockeln;0;7,06;7,44
201;201;Basis für Vorbissnahme;0;9,24;9,73
202;202;Basis für Konstruktionsbiss;0;12,34;12,99
205;205;Vorbereiten Bissgabel UKPS;0;12,34;12,99
211;211;Individueller Löffel;0;23,26;24,49
212;212;Funktionslöffel;0;23,26;24,49
213;213;Basis für Bissregistrierung;0;23,26;24,49
214;214;Basis für Stützstiftregistrierung;0;23,26;24,49
215;215;Basis für Aufstellung;0;23,26;24,49
216;216;Basis für Bissregistr. bei Implantatversorgung;0;23,26;24,49
217;217;Individueller Löffel UKPS;0;23,26;24,49
218;218;Basis für Aufstellung bei Implantatversorgung;0;23,26;24,49
220;220;Bisswall;0;6,71;7,07
228;228;Bisswall bei Implantatversorgung;0;6,71;7,07
230;230;Registrierplatte und -stift auf Basen;0;29,9;31,48
240;240;Übertragungskappe Kunststoff/Metall;0;25,6;26,95
310;310;Provisorische Krone/Brückenglied;0;34,25;36,06
320;320;Formteil;0;18,56;19,54
1013;1013;Wurzelstiftkappe;0;79,8;84
1021;1021;Vollkrone/Metall;0;85,76;90,28
1022;1022;Teilkrone/Metall;0;85,76;90,28
1023;1023;Flügel für Adhäsivbrücke, je Flügel;0;83,97;88,4
1024;1024;Krone für vestibuläre Verblendung;0;85,07;89,55
1026;1026;Vollkrone/Metall bei Implantatversorgung;0;85,76;90,28
1028;1028;Krone f. vestib. Verbl. bei Implantatversorgung;0;85,07;89,55
1031;1031;Vorbereiten Krone;0;14,32;15,08
1032;1032;Krone/Brückenglied einarbeiten;0;14,32;15,08
1033;1033;Stiftaufbau einarbeiten;0;14,32;15,08
1040;1040;Modellation gießen;0;18,65;19,64
1050;1050;Stiftaufbau;0;56,42;59,4
1100;1100;Brückenglied;0;61,38;64,62
1200;1200;Teleskopierende Krone;0;267,24;281,31
1201;1201;Teleskopierende Primär- o. Sekundärkrone;0;178,33;187,72
1331;1331;Individuelles Geschiebe;0;223,29;235,04
1341;1341;Konfektions-Geschiebe;0;110,64;116,47
1343;1343;Konfektions-Anker;0;110,64;116,47
1347;1347;Primär-/Sek.-Teil Konf.-Anker;0;73,61;77,49
1349;1349;Wiederbef. Sek.-Teil;0;73,61;77,49
1360;1360;Gefrästes Lager;0;53,16;55,97
1370;1370;Schubverteilungsarm;0;39,87;41,97
1500;1500;Metallverbindung nach Brand;0;29,73;31,3
1550;1550;Konditionierung je Zahn/Flügel;0;14,16;14,91
1600;1600;Vestibuläre Verblendung Kunststoff;0;48,55;51,11
1610;1610;Zahnfleisch Kunststoff;0;15,45;16,26
1620;1620;Vestibuläre Verblendung Keramik;0;99,75;105
1628;1628;Vestib. Verbl. Keramik bei Implantatversorgung;0;99,75;105
1630;1630;Zahnfleisch Keramik;0;35,65;37,53
1638;1638;Zahnfleisch Keramik bei Implantatversorgung;0;35,65;37,53
1640;1640;Vestibuläre Verblendung Komposite;0;75,92;79,93
1650;1650;Zahnfleisch Komposite;0;20,58;21,67
2010;2010;Metallbasis;0;145;152,64
2021;2021;Einarmige gegossene Haltevorrichtung;0;12,42;13,08
2025;2025;Kralle;0;12,42;13,08
2026;2026;Ney-Stiel;0;12,42;13,08
2027;2027;Auflage;0;12,42;13,08
2028;2028;Umgehungsbügel bei Diastema;0;12,42;13,08
2031;2031;Zweiarmige gegossene Haltevorrichtung;0;22,73;23,93
2041;2041;Zweiarmige gegossene Halte- und Stützvorrichtung/Auflage;0;30,72;32,34
2050;2050;Bonwillklammer;0;56,03;58,99
2081;2081;Rückenschutzplatte;0;40,56;42,7
2082;2082;Metallzahn, gegossen;0;40,56;42,7
2083;2083;Metallkaufläche, gegossen;0;40,56;42,7
2100;2100;Lösungshilfe;0;11,73;12,35
2110;2110;Unterfütterbarer Abschlussrand;0;18,72;19,71
2120;2120;Zuschlag einzelne gegossene Klammer;0;19,47;20,5
3010;3010;Aufstellung Grundeinheit;0;30,54;32,15
3018;3018;Aufstellung Grundeinh. bei Implantatversorgung;0;30,54;32,15
3020;3020;Aufstellen Wachs oder Kunststoff je Zahn;0;1,82;1,92
3028;3028;Aufst. Wachs oder Kunststoff je Zahn bei Implantatversorgung;0;1,82;1,92
3030;3030;Aufstellen Metall je Zahn;0;2,4;2,53
