0010;0010;Modell;0;6,47;6,81;;;;;;;;;
0018;0018;Modell bei Implantatversorgung;0;6,47;6,81;;;;;;;;;
0021;0021;Doublieren eines Modells;0;12,24;12,88;;;;;;;;;
0022;0022;Platzhalter einfügen;0;13,69;14,41;;;;;;;;;
0023;0023;Verwendung von Kunststoff;0;13,69;14,41;;;;;;;;;
0024;0024;Galvanisieren;0;13,69;14,41;;;;;;;;;
0030;0030;Set-up je Segment;0;8,16;8,59;;;;;;;;;
0051;0051;Sägemodell;0;10,38;10,93;;;;;;;;;
0052;0052;Einzelstumpfmodell;0;10,38;10,93;;;;;;;;;
0053;0053;Modell nach Überabdruck;0;10,38;10,93;;;;;;;;;
0054;0054;Set-up-Modell für KFO;0;8,83;9,29;;;;;;;;;
0055;0055;Fräsmodell;0;10,38;10,93;;;;;;;;;
0060;0060;Zahnkranz;0;5,27;5,55;;;;;;;;;
0070;0070;Zahnkranz sockeln;0;5,56;5,85;;;;;;;;;
0111;0111;Modellpaar trimmen;0;9,66;10,17;;;;;;;;;
0112;0112;Fixator;0;8,42;8,86;;;;;;;;;
0120;0120;Mittelwertartikulator;0;9,50;10,00;;;;;;;;;
0128;0128;Mittelwertartikulator bei Implantatversorgung;0;9,50;10,00;;;;;;;;;
0130;0130;Modellpaar sockeln;0;21,58;22,72;;;;;;;;;
0201;0201;Basis für Vorbissnahme;0;8,80;9,26;;;;;;;;;
0202;0202;Basis für Konstruktionsbiss;0;7,35;7,74;;;;;;;;;
0211;0211;Individueller Löffel;0;22,13;23,29;;;;;;;;;
0212;0212;Funktionslöffel;0;22,13;23,29;;;;;;;;;
0213;0213;Basis für Bissregistrierung;0;22,13;23,29;;;;;;;;;
0214;0214;Basis für Stützstiftregistrierung;0;22,13;23,29;;;;;;;;;
0215;0215;Basis für Aufstellung;0;22,13;23,29;;;;;;;;;
0216;0216;Basis für Bissregistrierung bei Implantatversorgung;0;22,13;23,29;;;;;;;;;
0218;0218;Basis für Aufstellung bei Implantatversorgung;0;22,13;23,29;;;;;;;;;
0220;0220;Bisswall;0;6,39;6,73;;;;;;;;;
0228;0228;Bisswall bei Implantatversorgung;0;6,39;6,73;;;;;;;;;
0230;0230;Registrierplatte und -stift auf Basen;0;28,44;29,94;;;;;;;;;
0240;0240;Übertragungskappe Kunststoff / Metall;0;24,36;25,64;;;;;;;;;
0310;0310;Provisorische Krone / Brückenglied;0;32,57;34,28;;;;;;;;;
0320;0320;Formteil;0;17,64;18,57;;;;;;;;;
1013;1013;Wurzelstiftkappe;0;75,88;79,87;;;;;;;;;
1021;1021;Vollkrone / Metall;0;81,57;85,86;;;;;;;;;
1022;1022;Teilkrone / Metall;0;81,57;85,86;;;;;;;;;
1023;1023;Flügel für Adhäsivbrücke, je Flügel;0;79,86;84,06;;;;;;;;;
1024;1024;Krone für vestibuläre Verblendung;0;80,88;85,14;;;;;;;;;
1026;1026;Vollkrone / Metall bei Implantatversorgung;0;81,57;85,86;;;;;;;;;
1028;1028;Krone für vestibuläre Verblendung bei Implantatversorgung;0;80,88;85,14;;;;;;;;;
1031;1031;Vorbereiten Krone;0;13,62;14,34;;;;;;;;;
1032;1032;Krone/Brückenglied einarbeiten;0;13,62;14,34;;;;;;;;;
1033;1033;Stiftaufbau einarbeiten;0;13,62;14,34;;;;;;;;;
1040;1040;Modellation gießen;0;17,74;18,67;;;;;;;;;
1050;1050;Stiftaufbau;0;53,67;56,49;;;;;;;;;
1100;1100;Brückenglied;0;58,37;61,44;;;;;;;;;
1200;1200;Teleskopierende Krone;0;254,10;267,47;;;;;;;;;
1201;1201;Teleskopierende Primär- oder Sekundärkrone;0;169,58;178,50;;;;;;;;;
1331;1331;Individuelles Geschiebe;0;212,31;223,48;;;;;;;;;
1341;1341;Konfektions-Geschiebe;0;105,21;110,75;;;;;;;;;
1343;1343;Konfektions-Anker;0;105,21;110,75;;;;;;;;;
1347;1347;Primär-/Sekundär-Teil Konfektions-Anker;0;70,00;73,68;;;;;;;;;
1349;1349;Wiederbefestigen Sekundär-Teil;0;70,00;73,68;;;;;;;;;
1360;1360;Gefrästes Lager;0;50,56;53,22;;;;;;;;;
1370;1370;Schubverteilungsarm;0;37,91;39,91;;;;;;;;;
1500;1500;Metallverbindung nach Brand;0;28,26;29,75;;;;;;;;;
1550;1550;Konditionierung je Zahn / Flügel;0;13,47;14,18;;;;;;;;;
1600;1600;Vestibuläre Verblendung Kunststoff;0;46,18;48,61;;;;;;;;;
1610;1610;Zahnfleisch aus Kunststoff;0;14,70;15,47;;;;;;;;;
1620;1620;Vestibuläre Verblendung Keramik;0;94,86;99,85;;;;;;;;;
1628;1628;Vestibuläre Verblendung Keramik bei Implantatversorgung;0;94,86;99,85;;;;;;;;;
1630;1630;Zahnfleisch aus Keramik;0;33,92;35,70;;;;;;;;;
1638;1638;Zahnfleisch aus Keramik bei Implantatversorgung;0;33,92;35,70;;;;;;;;;
1640;1640;Vestibuläre Verblendung Komposit;0;72,20;76,00;;;;;;;;;
1650;1650;Zahnfleisch Komposit;0;19,58;20,61;;;;;;;;;
2010;2010;Metallbasis;0;137,87;145,13;;;;;;;;;
2021;2021;Einarmige gegossene Haltevorrichtung;0;11,81;12,43;;;;;;;;;
2025;2025;Kralle;0;11,81;12,43;;;;;;;;;
2026;2026;Ney-Stiel;0;11,81;12,43;;;;;;;;;
