0010;0010;Modell;0;0,00;0,00;6,60;6,95;6,54;6,88;6,54;6,88;0,00;0,00
0018;0018;Modell bei Implantatversorgung;0;0,00;0,00;6,22;6,55;0,00;0,00;0,00;0,00;0,00;0,00
0021;0021;Doublieren eines Modells;0;0,00;0,00;0,00;0,00;12,57;13,23;12,57;13,23;0,00;0,00
0022;0022;Platzhalter einfügen;0;0,00;0,00;13,62;14,34;0,00;0,00;0,00;0,00;0,00;0,00
0023;0023;Verwendung von Kunststoff;0;0,00;0,00;13,73;14,45;0,00;0,00;0,00;0,00;0,00;0,00
0024;0024;Galvanisieren;0;0,00;0,00;13,00;13,68;0,00;0,00;0,00;0,00;0,00;0,00
0030;0030;Set-up je Segment;0;0,00;0,00;0,00;0,00;8,84;9,30;8,84;9,30;0,00;0,00
0051;0051;Sägemodell;0;0,00;0,00;10,65;11,21;0,00;0,00;0,00;0,00;0,00;0,00
0052;0052;Einzelstumpfmodell;0;0,00;0,00;10,17;10,70;0,00;0,00;0,00;0,00;0,00;0,00
0053;0053;Modell nach Überabdruck;0;0,00;0,00;10,33;10,87;0,00;0,00;0,00;0,00;0,00;0,00
0054;0054;Set-up-Modell für KFO;0;0,00;0,00;0,00;0,00;9,07;9,55;9,07;9,55;0,00;0,00
0055;0055;Fräsmodell;0;0,00;0,00;10,13;10,66;0,00;0,00;0,00;0,00;0,00;0,00
0060;0060;Zahnkranz;0;0,00;0,00;5,17;5,44;5,04;5,31;5,04;5,31;0,00;0,00
0070;0070;Zahnkranz sockeln;0;0,00;0,00;5,43;5,72;5,34;5,62;5,34;5,62;0,00;0,00
0111;0111;Modellpaar trimmen;0;0,00;0,00;0,00;0,00;10,00;10,53;10,00;10,53;0,00;0,00
0112;0112;Fixator;0;0,00;0,00;8,65;9,11;8,65;9,11;8,65;9,11;0,00;0,00
0120;0120;Mittelwertartikulator;0;0,00;0,00;9,76;10,27;9,66;10,17;9,66;10,17;0,00;0,00
0128;0128;Mittelwertartikulator für Implantatv.;0;0,00;0,00;9,11;9,59;0,00;0,00;0,00;0,00;0,00;0,00
0130;0130;Modellpaar sockeln;0;0,00;0,00;0,00;0,00;19,89;20,94;19,89;20,94;0,00;0,00
0201;0201;Basis für Vorbissnahme;0;0,00;0,00;8,35;8,79;0,00;0,00;0,00;0,00;0,00;0,00
0202;0202;Basis für Konstruktionsbiss;0;0,00;0,00;0,00;0,00;7,56;7,96;7,56;7,96;0,00;0,00
0211;0211;Individueller Löffel;0;0,00;0,00;22,20;23,37;0,00;0,00;0,00;0,00;0,00;0,00
0212 ;0212 ;Funktionslöffel;0;0,00;0,00;22,20;23,37;0,00;0,00;0,00;0,00;0,00;0,00
0213;0213;Basis für Bissregistrierung;0;0,00;0,00;22,73;23,93;22,51;23,69;22,51;23,69;0,00;0,00
0214;0214;Basis für Stützstiftregistrierung;0;0,00;0,00;21,59;22,73;0,00;0,00;0,00;0,00;0,00;0,00
0215;0215;Basis für Aufstellung;0;0,00;0,00;22,20;23,37;0,00;0,00;0,00;0,00;0,00;0,00
0216;0216;Basis für Bissregistr. bei Implantatv.;0;0,00;0,00;21,66;22,80;0,00;0,00;0,00;0,00;0,00;0,00
0218;0218;Basis für Aufstellung bei Implantatv. ;0;0,00;0,00;21,66;22,80;0,00;0,00;0,00;0,00;0,00;0,00
0220;0220;Bisswall;0;0,00;0,00;6,40;6,74;6,34;6,67;6,34;6,67;0,00;0,00
0228;0228;Bisswall bei Implantatv. ;0;0,00;0,00;6,25;6,58;0,00;0,00;0,00;0,00;0,00;0,00
0230;0230;Registrierplatte und -stift auf Basen;0;0,00;0,00;27,85;29,32;0,00;0,00;0,00;0,00;0,00;0,00
0240;0240;Übertragungskappe Kunststoff / Metall;0;0,00;0,00;24,41;25,69;0,00;0,00;0,00;0,00;0,00;0,00
0310;0310;Provisorische Krone / Brückenglied;0;0,00;0,00;31,89;33,57;0,00;0,00;0,00;0,00;0,00;0,00
0320;0320;Formteil;0;0,00;0,00;17,28;18,19;0,00;0,00;0,00;0,00;0,00;0,00
1013;1013;Wurzelstiftkappe;0;0,00;0,00;74,30;78,21;0,00;0,00;0,00;0,00;0,00;0,00
1021;1021;Vollkrone / Metall;0;0,00;0,00;81,75;86,05;0,00;0,00;0,00;0,00;0,00;0,00
1022;1022;Teilkrone / Metall;0;0,00;0,00;79,86;84,06;0,00;0,00;0,00;0,00;0,00;0,00
1023;1023;Flügel für Adhäsivbrücke, je Flügel;0;0,00;0,00;78,19;82,31;0,00;0,00;0,00;0,00;0,00;0,00
1024;1024;Krone für vestibuläre Verblendung;0;0,00;0,00;81,49;85,78;0,00;0,00;0,00;0,00;0,00;0,00
1026;1026;Vollkrone / Metall bei Implantatv.;0;0,00;0,00;79,86;84,06;0,00;0,00;0,00;0,00;0,00;0,00
1028;1028;Krone für vestibuläre Verblendung bei Implantatv.;0;0,00;0,00;79,21;83,38;0,00;0,00;0,00;0,00;0,00;0,00
1031;1031;Vorbereiten Krone;0;0,00;0,00;13,34;14,04;0,00;0,00;0,00;0,00;0,00;0,00
1032;1032;Krone / Brückenglied einarbeiten;0;0,00;0,00;13,34;14,04;0,00;0,00;0,00;0,00;0,00;0,00
1033;1033;Stiftaufbau einarbeiten;0;0,00;0,00;13,34;14,04;0,00;0,00;0,00;0,00;0,00;0,00
1040;1040;Modellation gießen;0;0,00;0,00;17,37;18,28;0,00;0,00;0,00;0,00;0,00;0,00
1050;1050;Stiftaufbau;0;0,00;0,00;52,54;55,31;0,00;0,00;0,00;0,00;0,00;0,00
1100;1100;Brückenglied;0;0,00;0,00;57,15;60,16;0,00;0,00;0,00;0,00;0,00;0,00
1200;1200;Teleskopierende Krone;0;0,00;0,00;257,76;271,33;0,00;0,00;0,00;0,00;0,00;0,00
1201;1201;Teleskopierende Primär-o. Sekundärkrone;0;0,00;0,00;166,04;174,78;0,00;0,00;0,00;0,00;0,00;0,00
1331;1331;Individuelles Geschiebe;0;0,00;0,00;201,40;212,00;0,00;0,00;0,00;0,00;0,00;0,00
1341;1341;Konfektions-Geschiebe;0;0,00;0,00;99,79;105,04;0,00;0,00;0,00;0,00;0,00;0,00
1343;1343;Konfektions-Anker;0;0,00;0,00;103,02;108,44;0,00;0,00;0,00;0,00;0,00;0,00
1347;1347;Primär-/Sek.-Teil Konf.-Anker;0;0,00;0,00;66,39;69,88;0,00;0,00;0,00;0,00;0,00;0,00
1349;1349;Wiederbef. Sek.- Teil;0;0,00;0,00;67,19;70,73;0,00;0,00;0,00;0,00;0,00;0,00
1360;1360;Gefrästes Lager;0;0,00;0,00;49,50;52,11;0,00;0,00;0,00;0,00;0,00;0,00
1370;1370;Schubverteilungsarm;0;0,00;0,00;37,13;39,08;0,00;0,00;0,00;0,00;0,00;0,00
1500;1500;Metallverbindung nach Brand;0;0,00;0,00;27,68;29,14;0,00;0,00;0,00;0,00;0,00;0,00
1550;1550;Konditionierung je Zahn / Flügel;0;0,00;0,00;13,82;14,55;13,69;14,41;13,69;14,41;0,00;0,00
1600;1600;Vestibuläre Verblendung Kunststoff;0;0,00;0,00;45,22;47,60;45,49;47,88;45,49;47,88;0,00;0,00
1610;1610;Zahnfleisch Kunststoff;0;0,00;0,00;14,38;15,14;14,48;15,24;14,48;15,24;0,00;0,00
1620;1620;Vestibuläre Verblendung Keramik;0;0,00;0,00;97,45;102,58;0,00;0,00;0,00;0,00;0,00;0,00
1628;1628;Vestibuläre Verblendung Keramik bei Implantatv.;0;0,00;0,00;92,87;97,76;0,00;0,00;0,00;0,00;0,00;0,00
1630;1630;Zahnfleisch Keramik ;0;0,00;0,00;33,19;34,94;0,00;0,00;0,00;0,00;0,00;0,00
1638;1638;Zahnfleisch Keramik bei Implantatv;0;0,00;0,00;33,19;34,94;0,00;0,00;0,00;0,00;0,00;0,00
1640;1640;Vestibuläre Verblendung Komposit;0;0,00;0,00;74,12;78,02;73,41;77,27;73,41;77,27;0,00;0,00
